Hydrophone 1,Hydrophone 2,Hydrophone 3,Hydrophone 4,Hydrophone 5
-49,-42,-42,-41,-43
-54,-42,-42,-41,-43
-31,-42,-43,-42,-42
-31,-42,-42,-42,-43
4,-42,-42,-42,-43
-34,-44,-42,-42,-42
-46,-42,-42,-41,-43
-41,-43,-42,-42,-43
-54,-42,-42,-42,-43
-35,-43,-43,-42,-43
-39,-42,-43,-42,-43
-24,-41,-42,-41,-43
-38,-42,-42,-42,-43
-44,-42,-41,-42,-43
-38,-41,-42,-41,-43
-67,-42,-42,-42,-43
-34,-42,-43,-42,-44
-39,-42,-42,-42,-43
-44,-42,-42,-42,-43
-24,-42,-42,-41,-44
-58,-41,-42,-41,-43
-44,-41,-42,-41,-43
-58,-42,-42,-41,-43
-44,-42,-42,-41,-43
-33,-41,-42,-41,-43
-46,-42,-43,-41,-43
10,-42,-42,-41,-43
-23,-43,-42,-41,-43
-50,-43,-42,-42,-42
-50,-42,-42,-42,-43
-56,-42,-42,-41,-43
-10,-42,-42,-41,-43
-38,-42,-42,-41,-43
-25,-42,-42,-41,-43
-23,-42,-42,-41,-43
-43,-42,-43,-41,-43
-51,-42,-43,-42,-43
-92,-42,-43,-41,-43
-31,-43,-42,-41,-43
-25,-42,-43,-42,-44
-47,-42,-42,-41,-43
-22,-43,-42,-42,-43
-37,-42,-42,-41,-43
-39,-42,-42,-42,-43
-73,-42,-42,-41,-43
-45,-42,-42,-42,-42
-40,-42,-42,-42,-43
-48,-42,-42,-41,-43
-28,-42,-42,-42,-43
-30,-42,-42,-41,-43
-18,-41,-42,-41,-43
-42,-42,-43,-42,-43
-67,-42,-42,-42,-44
-48,-42,-42,-41,-43
-42,-41,-43,-41,-43
-15,-42,-42,-42,-43
-34,-42,-42,-41,-43
-31,-41,-42,-41,-43
-37,-42,-42,-41,-43
-42,-42,-42,-42,-43
-43,-42,-42,-41,-43
-59,-43,-43,-43,-43
-32,-43,-43,-42,-44
-36,-42,-42,-42,-43
-45,-41,-42,-42,-43
-26,-42,-42,-42,-42
-61,-41,-42,-41,-43
-44,-41,-42,-41,-42
-55,-43,-42,-42,-43
-45,-42,-42,-42,-44
-35,-42,-42,-41,-43
-45,-42,-42,-42,-43
19,-42,-43,-42,-44
-25,-43,-42,-41,-43
-39,-42,-42,-41,-43
-53,-42,-42,-42,-42
-57,-43,-42,-41,-43
-26,-42,-42,-41,-43
-39,-42,-42,-42,-43
-18,-42,-42,-42,-43
-27,-42,-42,-41,-43
-29,-42,-42,-42,-43
-44,-42,-43,-42,-43
-77,-42,-42,-41,-43
-32,-41,-41,-41,-43
-65,-42,-42,-42,-42
-50,-43,-43,-41,-43
-27,-42,-42,-41,-43
-4,-42,-43,-41,-42
-25,-42,-43,-41,-43
-59,-41,-42,-41,-43
-37,-42,-43,-41,-43
-51,-42,-43,-42,-44
-52,-42,-43,-42,-43
-40,-43,-43,-42,-43
-31,-42,-43,-42,-43
3,-42,-42,-42,-44
-38,-44,-42,-41,-43
-40,-43,-42,-42,-43
-39,-42,-42,-41,-43
-44,-42,-42,-41,-44
-51,-42,-42,-42,-43
-41,-42,-42,-41,-44
-20,-42,-42,-42,-44
-44,-42,-42,-42,-43
-33,-42,-43,-42,-43
-34,-43,-42,-42,-43
-62,-41,-41,-41,-44
-41,-42,-42,-42,-42
-55,-42,-42,-42,-42
-46,-42,-42,-42,-43
-28,-42,-42,-42,-43
-19,-42,-42,-42,-43
-31,-42,-42,-41,-43
-44,-42,-43,-41,-43
-37,-42,-42,-41,-43
-49,-42,-42,-41,-43
-44,-41,-42,-41,-43
-41,-42,-42,-42,-43
-27,-42,-42,-42,-43
-14,-42,-42,-42,-43
-48,-42,-43,-42,-42
-37,-42,-42,-42,-43
-74,-42,-41,-41,-43
-45,-42,-43,-42,-43
-43,-42,-43,-42,-44
-38,-42,-42,-41,-44
-21,-43,-42,-41,-43
-44,-42,-42,-42,-42
-13,-42,-42,-41,-43
-25,-41,-42,-41,-43
-61,-41,-42,-41,-43
-47,-42,-42,-42,-43
-52,-42,-42,-41,-43
5,-43,-42,-42,-43
-29,-43,-42,-42,-44
-35,-42,-42,-41,-43
-30,-43,-43,-42,-43
-50,-42,-42,-42,-43
-50,-42,-42,-41,-43
-69,-42,-42,-42,-43
-31,-42,-43,-42,-43
-3,-42,-42,-42,-43
-43,-42,-42,-41,-43
-28,-42,-42,-41,-42
-41,-42,-42,-41,-43
-47,-41,-42,-41,-43
-50,-43,-42,-42,-43
-44,-42,-43,-42,-43
-26,-42,-42,-41,-44
-41,-42,-42,-41,-43
-31,-42,-42,-42,-43
-32,-42,-42,-42,-43
-37,-42,-42,-40,-43
-39,-42,-43,-41,-43
-63,-43,-42,-42,-43
-51,-42,-42,-41,-43
-34,-43,-43,-42,-43
-19,-42,-42,-42,-43
-31,-42,-42,-42,-43
-54,-42,-41,-41,-42
-39,-42,-42,-41,-43
-48,-42,-42,-42,-43
-47,-42,-42,-41,-43
-12,-43,-43,-42,-43
-26,-41,-42,-41,-43
-16,-42,-42,-41,-43
-49,-43,-43,-42,-43
-42,-42,-42,-41,-43
-66,-42,-42,-42,-43
-45,-41,-42,-41,-43
-30,-43,-42,-42,-42
-30,-41,-42,-41,-43
-26,-42,-42,-41,-43
-47,-42,-42,-41,-42
-48,-42,-42,-41,-43
-31,-42,-42,-41,-43
-68,-42,-43,-41,-43
-56,-42,-43,-41,-43
-44,-42,-42,-42,-44
9,-43,-42,-41,-43
-28,-44,-42,-42,-42
-41,-42,-42,-41,-43
-29,-41,-41,-41,-43
-53,-42,-42,-42,-43
-52,-42,-42,-42,-43
-60,-42,-42,-41,-43
-32,-42,-42,-42,-43
-1,-43,-42,-42,-43
-42,-42,-42,-41,-43
-32,-42,-43,-41,-43
-39,-42,-43,-42,-44
-50,-42,-41,-41,-44
-47,-42,-41,-41,-43
-40,-42,-42,-41,-42
-23,-42,-42,-41,-43
-45,-42,-42,-41,-43
-33,-42,-42,-42,-43
-33,-42,-42,-41,-43
-46,-41,-41,-41,-43
-40,-42,-42,-42,-43
-59,-42,-42,-42,-43
-46,-42,-42,-42,-44
-32,-42,-42,-41,-43
-17,-42,-42,-41,-42
-32,-42,-42,-42,-44
-47,-41,-42,-41,-43
-40,-42,-42,-42,-42
-47,-42,-42,-42,-43
-48,-42,-42,-42,-44
-12,-42,-42,-43,-43
-28,-42,-43,-41,-43
-19,-41,-42,-41,-43
-49,-42,-42,-41,-43
-38,-42,-42,-41,-43
-69,-42,-42,-42,-44
-44,-41,-43,-41,-43
-41,-43,-43,-42,-42
-38,-42,-42,-41,-43
-30,-42,-42,-41,-44
-43,-42,-42,-42,-42
0,-42,-42,-41,-43
-25,-42,-42,-41,-44
-65,-41,-42,-40,-43
-47,-42,-42,-41,-43
-58,-42,-42,-41,-43
-12,-42,-43,-41,-43
-39,-42,-42,-42,-43
-23,-42,-42,-42,-43
-29,-42,-42,-41,-43
-34,-41,-42,-41,-43
-49,-42,-42,-42,-42
-90,-42,-43,-42,-43
-30,-42,-42,-42,-42
-25,-42,-43,-42,-43
-45,-41,-42,-42,-42
-23,-42,-42,-41,-43
-35,-41,-42,-41,-43
-36,-42,-42,-42,-43
-76,-41,-42,-40,-43
-44,-42,-42,-41,-42
-48,-42,-43,-42,-43
-54,-42,-42,-42,-43
-33,-43,-43,-42,-44
-32,-42,-43,-42,-43
-9,-42,-42,-41,-44
-40,-41,-42,-41,-43
-58,-42,-43,-41,-43
-43,-42,-43,-42,-42
-49,-42,-41,-41,-43
-23,-42,-43,-42,-42
-35,-42,-43,-42,-43
-22,-41,-42,-41,-44
-38,-43,-43,-42,-43
-43,-42,-43,-42,-44
-43,-42,-43,-41,-43
-74,-41,-41,-41,-43
-40,-42,-43,-42,-43
-45,-42,-42,-42,-43
-47,-41,-41,-41,-43
-25,-42,-42,-42,-43
-51,-41,-42,-41,-44
-41,-41,-42,-41,-43
-61,-42,-43,-42,-43
-42,-42,-42,-42,-44
-42,-42,-42,-41,-44
-49,-41,-42,-41,-43
18,-42,-43,-41,-42
-26,-43,-42,-41,-43
-34,-42,-42,-41,-43
-50,-42,-42,-42,-42
-50,-42,-42,-41,-43
-56,-42,-42,-41,-43
-48,-42,-42,-42,-42
-26,-42,-43,-42,-43
-29,-42,-42,-42,-43
-31,-41,-42,-41,-43
-48,-42,-42,-41,-42
-62,-42,-42,-41,-43
-30,-41,-42,-41,-43
-68,-41,-42,-42,-43
-51,-42,-42,-42,-43
-33,-42,-42,-41,-43
1,-42,-43,-42,-43
-23,-44,-43,-42,-43
-50,-42,-42,-41,-43
-34,-43,-42,-42,-43
-49,-42,-42,-42,-43
-52,-42,-42,-41,-43
-46,-42,-42,-41,-44
-32,-42,-42,-41,-43
-11,-42,-42,-42,-43
-44,-42,-42,-41,-43
-28,-42,-43,-42,-43
-37,-42,-42,-42,-42
-48,-42,-42,-42,-43
-57,-43,-43,-42,-43
-45,-42,-43,-42,-43
-26,-42,-42,-42,-43
-44,-42,-42,-42,-43
-34,-42,-41,-41,-42
-34,-42,-42,-41,-43
-67,-41,-42,-41,-43
-38,-42,-43,-42,-43
-56,-42,-42,-42,-43
-50,-42,-42,-41,-43
-26,-42,-43,-42,-43
-36,-42,-42,-41,-43
-36,-42,-42,-42,-44
-58,-41,-42,-40,-43
-46,-42,-42,-42,-42
-48,-42,-42,-42,-43
-51,-42,-42,-41,-43
14,-42,-43,-41,-42
-28,-43,-42,-42,-43
-23,-42,-42,-41,-43
-48,-43,-43,-42,-43
-49,-42,-42,-42,-43
-64,-42,-43,-41,-43
-51,-41,-42,-41,-43
-30,-42,-43,-42,-42
-34,-42,-42,-42,-43
-28,-42,-41,-42,-43
-47,-42,-42,-41,-43
-61,-41,-42,-41,-43
-30,-42,-42,-42,-43
-69,-41,-43,-41,-43
-51,-42,-43,-41,-43
-36,-41,-42,-41,-43
6,-42,-42,-41,-43
-33,-44,-43,-42,-42
-48,-42,-42,-41,-43
-34,-42,-42,-41,-43
-55,-42,-42,-41,-42
-51,-42,-42,-42,-43
-66,-42,-43,-42,-43
-35,-42,-43,-42,-43
-11,-42,-43,-42,-43
-45,-42,-42,-41,-43
-27,-43,-42,-41,-43
-39,-42,-42,-42,-42
-47,-42,-42,-41,-43
-62,-41,-42,-41,-43
-46,-41,-42,-42,-43
-27,-42,-42,-42,-43
-47,-42,-42,-41,-43
-38,-43,-42,-42,-42
-37,-41,-42,-42,-43
-50,-42,-41,-41,-43
-40,-42,-42,-43,-43
-68,-42,-43,-42,-43
-50,-42,-42,-42,-43
-34,-42,-42,-41,-43
-18,-42,-42,-41,-43
-37,-42,-42,-42,-43
-53,-41,-42,-41,-43
-43,-42,-43,-42,-42
-51,-42,-42,-42,-43
-48,-42,-42,-41,-43
-29,-43,-43,-42,-44
-31,-42,-43,-42,-44
-18,-42,-43,-42,-43
-54,-41,-42,-41,-43
-43,-42,-42,-41,-43
-71,-42,-42,-41,-43
-47,-42,-42,-41,-43
-43,-42,-42,-42,-43
-40,-42,-42,-42,-43
-29,-42,-42,-42,-43
-50,-42,-42,-42,-43
-22,-42,-42,-42,-44
-28,-41,-42,-41,-43
-68,-41,-42,-41,-44
-51,-42,-42,-42,-43
-53,-42,-42,-42,-42
5,-42,-42,-42,-43
-31,-44,-42,-42,-42
-39,-43,-42,-41,-43
-32,-43,-43,-41,-43
-53,-42,-43,-42,-43
-55,-42,-43,-41,-43
-69,-42,-42,-42,-43
-32,-42,-42,-41,-43
-10,-42,-42,-42,-43
-45,-42,-43,-42,-43
-31,-41,-42,-41,-43
-41,-42,-43,-42,-43
-49,-42,-42,-42,-43
-64,-42,-43,-41,-44
-44,-42,-43,-42,-43
-33,-42,-42,-42,-43
-46,-42,-43,-41,-43
-31,-42,-41,-41,-43
-33,-42,-42,-41,-43
-47,-42,-42,-41,-43
-39,-41,-42,-41,-43
-61,-42,-42,-42,-42
-50,-42,-43,-42,-43
-35,-41,-42,-41,-43
-22,-42,-42,-42,-42
-34,-42,-43,-42,-43
-52,-41,-42,-41,-44
-43,-41,-42,-41,-43
-52,-42,-43,-41,-43
-50,-42,-42,-41,-43
-25,-42,-42,-41,-43
-35,-42,-42,-42,-43
-19,-42,-42,-42,-43
-49,-42,-42,-42,-43
-42,-42,-42,-42,-42
-70,-42,-42,-42,-43
-49,-43,-42,-41,-43
-36,-42,-43,-42,-43
-36,-42,-43,-42,-42
-26,-42,-42,-41,-44
-46,-42,-42,-42,-43
-53,-42,-42,-41,-43
-30,-41,-42,-42,-42
-74,-41,-42,-41,-43
-53,-42,-42,-42,-43
-38,-42,-43,-42,-43
6,-41,-42,-42,-43
-29,-44,-42,-42,-43
-49,-43,-42,-41,-43
-32,-42,-42,-41,-43
-53,-42,-42,-41,-43
-52,-42,-42,-41,-43
-44,-42,-42,-41,-43
-30,-41,-42,-41,-43
0,-42,-43,-42,-43
-43,-42,-42,-42,-43
-47,-41,-42,-41,-44
-44,-42,-43,-42,-43
-52,-41,-42,-42,-43
-45,-42,-42,-42,-43
-39,-41,-42,-41,-43
-28,-42,-43,-42,-42
-46,-42,-42,-41,-43
-34,-42,-42,-41,-43
-36,-42,-42,-41,-43
-59,-41,-42,-41,-43
-39,-42,-42,-41,-43
-67,-42,-42,-42,-43
-50,-42,-42,-42,-43
-33,-42,-42,-41,-44
-15,-41,-42,-41,-43
-35,-42,-43,-42,-43
-53,-42,-42,-41,-43
-43,-41,-41,-41,-43
-52,-42,-42,-41,-43
-50,-42,-42,-42,-43
-19,-42,-43,-42,-43
-31,-42,-43,-42,-43
-18,-42,-43,-42,-43
-49,-42,-42,-41,-43
-45,-42,-42,-41,-43
-71,-42,-42,-42,-42
-52,-42,-42,-41,-43
-38,-42,-42,-42,-43
-36,-43,-42,-41,-43
-26,-41,-42,-42,-43
-50,-41,-42,-41,-43
-34,-41,-42,-41,-43
-32,-42,-42,-42,-42
-71,-41,-42,-42,-43
-52,-42,-42,-42,-43
-48,-43,-43,-42,-44
7,-42,-42,-42,-43
-28,-43,-42,-41,-43
-51,-43,-43,-42,-43
-33,-42,-42,-41,-43
-55,-41,-42,-41,-43
-57,-43,-42,-42,-43
-47,-42,-43,-42,-43
-30,-42,-42,-41,-43
-4,-43,-43,-41,-43
-44,-42,-43,-42,-43
-38,-42,-42,-41,-43
-42,-41,-42,-41,-43
-54,-42,-43,-41,-43
-57,-42,-43,-42,-43
-46,-41,-41,-41,-43
-27,-42,-43,-42,-42
-47,-42,-43,-42,-43
-36,-42,-42,-41,-43
-38,-42,-43,-41,-43
-48,-42,-43,-41,-44
-41,-42,-42,-41,-43
-68,-42,-42,-41,-43
-51,-42,-42,-41,-43
-41,-42,-42,-41,-44
-22,-42,-42,-41,-43
-35,-42,-43,-42,-43
-50,-42,-42,-41,-43
-43,-42,-42,-41,-43
-49,-42,-42,-42,-43
-46,-43,-43,-42,-43
-38,-43,-42,-42,-43
-31,-42,-42,-41,-43
-19,-42,-42,-41,-43
-50,-42,-42,-41,-43
-33,-42,-42,-41,-43
-75,-42,-42,-42,-43
-52,-42,-42,-41,-43
-46,-42,-42,-41,-43
-38,-43,-43,-42,-43
-31,-42,-42,-42,-43
-51,-42,-43,-41,-43
-36,-42,-43,-42,-43
-30,-42,-42,-42,-43
-72,-42,-42,-41,-43
-53,-42,-42,-42,-43
-50,-42,-43,-42,-43
3,-42,-42,-41,-43
-31,-43,-42,-41,-43
-34,-43,-42,-42,-42
-29,-42,-43,-41,-43
-48,-42,-42,-41,-43
-53,-43,-43,-42,-43
-82,-43,-43,-42,-44
-31,-42,-42,-42,-43
-23,-42,-41,-42,-43
-47,-42,-42,-42,-42
-29,-42,-42,-41,-43
-37,-41,-42,-42,-43
-44,-41,-42,-42,-43
-73,-42,-42,-41,-43
-42,-42,-42,-41,-43
-36,-42,-43,-42,-43
-45,-42,-43,-41,-43
-29,-42,-42,-41,-43
-37,-42,-42,-41,-43
-28,-42,-43,-41,-42
-42,-42,-42,-41,-44
-69,-42,-42,-41,-42
-50,-42,-42,-42,-42
-48,-42,-42,-42,-43
-19,-42,-42,-42,-44
-36,-41,-42,-42,-43
-35,-42,-43,-42,-43
-42,-42,-42,-41,-43
-52,-41,-42,-41,-44
-49,-42,-42,-42,-42
-57,-42,-42,-42,-43
-38,-42,-42,-41,-43
-25,-42,-43,-42,-43
-51,-42,-42,-42,-43
-34,-42,-42,-41,-43
-66,-42,-42,-41,-43
-44,-42,-42,-42,-43
-65,-42,-42,-42,-43
-46,-42,-43,-42,-43
-36,-43,-42,-41,-44
-51,-42,-42,-42,-43
13,-41,-42,-41,-43
-29,-43,-42,-41,-43
-52,-42,-41,-41,-43
-51,-42,-42,-42,-43
-60,-42,-43,-42,-43
-21,-43,-43,-42,-43
-39,-42,-43,-41,-43
-26,-43,-43,-42,-43
-31,-43,-43,-42,-43
-46,-42,-43,-42,-43
-55,-41,-42,-41,-43
-95,-42,-42,-42,-43
-36,-42,-42,-41,-43
-36,-42,-42,-41,-43
-50,-42,-42,-42,-43
-27,-42,-42,-42,-43
-48,-41,-42,-41,-43
-47,-42,-43,-41,-43
-71,-42,-43,-42,-44
-47,-42,-42,-42,-43
-38,-42,-42,-42,-43
-52,-42,-42,-42,-43
-35,-42,-43,-42,-43
-35,-42,-42,-41,-43
-41,-41,-42,-41,-43
-43,-42,-42,-42,-43
-68,-42,-42,-41,-43
-50,-42,-42,-42,-43
-43,-43,-42,-42,-44
-18,-42,-42,-41,-44
-36,-41,-42,-41,-43
-41,-42,-42,-41,-42
-45,-43,-42,-42,-43
-52,-42,-42,-41,-43
-49,-42,-42,-42,-43
-54,-42,-42,-42,-43
-35,-41,-42,-41,-43
-30,-42,-43,-42,-43
-54,-42,-42,-41,-44
-35,-42,-41,-41,-43
-69,-43,-43,-42,-43
-46,-42,-42,-42,-43
-55,-42,-42,-41,-43
-45,-42,-42,-41,-43
-31,-41,-43,-42,-43
-49,-43,-42,-42,-43
-2,-41,-42,-41,-43
-32,-42,-43,-42,-43
-60,-42,-42,-42,-43
-52,-41,-42,-42,-43
-61,-42,-43,-42,-44
-24,-42,-43,-42,-43
-41,-42,-42,-42,-43
-26,-42,-42,-41,-43
-28,-42,-42,-42,-42
-41,-41,-42,-41,-43
-51,-42,-42,-41,-43
-96,-42,-42,-41,-43
-38,-42,-43,-42,-43
-36,-42,-42,-41,-44
-49,-42,-42,-42,-43
-28,-42,-42,-42,-43
-42,-41,-42,-41,-44
-43,-41,-41,-41,-43
-76,-42,-42,-42,-43
-48,-42,-42,-41,-43
-37,-42,-42,-42,-43
-53,-42,-42,-42,-43
-33,-42,-42,-42,-43
-34,-42,-42,-41,-43
-11,-41,-42,-41,-42
-45,-42,-42,-42,-44
-65,-42,-42,-41,-43
-52,-42,-42,-41,-43
-51,-42,-43,-42,-42
-14,-42,-42,-42,-43
-37,-42,-42,-41,-43
-37,-42,-43,-42,-43
-45,-42,-42,-41,-43
-51,-41,-42,-41,-43
-48,-42,-43,-42,-43
-59,-42,-43,-42,-43
-36,-42,-42,-42,-44
-33,-42,-42,-42,-44
-50,-42,-43,-42,-43
-33,-42,-42,-41,-43
-72,-41,-42,-41,-43
-50,-42,-42,-41,-43
-58,-42,-42,-41,-43
-45,-42,-42,-41,-43
-36,-42,-43,-42,-43
-52,-42,-42,-42,-43
3,-41,-42,-42,-43
-28,-44,-42,-42,-43
-54,-43,-43,-41,-43
-50,-43,-43,-42,-44
-61,-41,-41,-41,-43
-39,-42,-42,-42,-43
-44,-42,-42,-42,-43
-24,-41,-42,-41,-43
-33,-42,-42,-42,-43
-43,-41,-42,-41,-43
-53,-42,-42,-41,-43
-94,-42,-42,-41,-42
-33,-43,-42,-42,-43
-47,-42,-42,-41,-43
-47,-42,-42,-41,-43
-27,-42,-43,-42,-42
-29,-41,-42,-41,-44
-38,-42,-41,-41,-43
-72,-42,-42,-42,-43
-42,-42,-42,-41,-43
-47,-42,-42,-42,-43
-51,-42,-43,-42,-44
-36,-42,-42,-42,-43
-33,-42,-43,-42,-43
-11,-42,-43,-42,-43
-40,-42,-43,-42,-43
-56,-42,-42,-41,-43
-45,-41,-42,-41,-43
-50,-42,-42,-42,-43
-29,-42,-42,-42,-43
-39,-42,-42,-41,-43
-30,-42,-42,-42,-43
-46,-42,-42,-41,-44
-44,-42,-42,-41,-43
-43,-42,-43,-42,-43
-74,-42,-42,-42,-43
-39,-43,-43,-42,-43
-47,-42,-42,-41,-43
-54,-42,-42,-42,-42
-27,-42,-42,-42,-43
-43,-41,-42,-41,-43
-40,-42,-42,-41,-43
-62,-41,-43,-41,-43
-45,-42,-42,-41,-43
-45,-42,-43,-42,-43
-53,-42,-43,-42,-43
1,-42,-43,-42,-43
-29,-43,-42,-41,-43
-26,-43,-42,-42,-42
-54,-42,-42,-42,-43
-50,-41,-42,-41,-43
-74,-42,-42,-42,-43
-52,-42,-43,-41,-43
-43,-42,-42,-42,-43
-41,-42,-43,-42,-43
-33,-42,-42,-42,-43
-49,-42,-43,-41,-43
-42,-42,-42,-42,-43
-33,-42,-42,-42,-43
-73,-42,-42,-41,-43
-55,-42,-42,-41,-43
-52,-42,-42,-42,-43
5,-42,-42,-41,-43
-33,-43,-42,-41,-43
-53,-42,-43,-41,-43
-39,-42,-43,-42,-43
-54,-41,-43,-41,-43
-59,-43,-42,-42,-44
-62,-42,-43,-42,-44
-37,-42,-42,-42,-43
-3,-41,-42,-42,-43
-47,-42,-42,-42,-42
-34,-42,-43,-41,-42
-45,-41,-42,-41,-43
-55,-42,-42,-41,-42
-63,-42,-42,-42,-43
-50,-42,-42,-42,-43
-28,-43,-42,-42,-43
-45,-42,-43,-42,-43
-38,-42,-42,-41,-43
-41,-41,-42,-41,-43
-62,-41,-42,-41,-43
-39,-42,-42,-42,-43
-65,-42,-42,-41,-43
-53,-42,-43,-42,-42
-36,-42,-43,-41,-43
-27,-41,-41,-41,-43
-41,-42,-42,-41,-42
-55,-42,-43,-41,-43
-50,-42,-42,-41,-43
-53,-42,-42,-40,-43
-54,-42,-42,-41,-43
-13,-43,-42,-42,-44
-35,-42,-42,-41,-43
-23,-42,-43,-42,-42
-58,-42,-42,-41,-43
-42,-42,-42,-41,-44
-78,-42,-43,-42,-43
-52,-42,-43,-41,-43
-47,-42,-41,-41,-43
-42,-43,-43,-43,-43
-33,-42,-43,-42,-43
-53,-42,-42,-42,-44
-27,-41,-42,-41,-43
-33,-42,-42,-42,-43
-71,-42,-42,-41,-43
-57,-42,-42,-42,-43
-57,-42,-43,-42,-43
-5,-42,-42,-42,-43
-42,-42,-41,-41,-43
-31,-42,-42,-42,-43
-34,-42,-43,-42,-43
-57,-42,-42,-42,-43
-54,-41,-41,-41,-43
-89,-42,-43,-42,-43
-39,-41,-42,-42,-43
-41,-42,-42,-41,-43
-55,-42,-42,-42,-42
-33,-42,-43,-42,-44
-46,-42,-42,-41,-43
-42,-42,-42,-42,-42
-79,-42,-43,-41,-44
-48,-42,-42,-41,-43
-47,-43,-42,-41,-43
-57,-43,-42,-41,-43
-39,-42,-42,-41,-43
-39,-42,-42,-41,-43
-23,-41,-42,-41,-43
-44,-42,-42,-41,-43
-68,-42,-42,-41,-43
-54,-42,-43,-41,-43
-57,-42,-42,-42,-44
-28,-42,-43,-42,-43
-44,-42,-43,-42,-43
-34,-42,-42,-42,-44
-43,-42,-43,-41,-44
-52,-41,-42,-41,-43
-49,-42,-43,-41,-43
-74,-42,-42,-42,-43
-43,-41,-42,-42,-43
-47,-42,-42,-42,-43
-57,-41,-42,-42,-43
-29,-42,-42,-41,-43
-53,-42,-43,-41,-43
-45,-41,-42,-42,-43
-68,-42,-42,-41,-43
-53,-41,-42,-41,-43
-48,-42,-42,-42,-42
-57,-42,-42,-41,-44
-1,-42,-42,-41,-43
-36,-43,-42,-42,-42
-31,-42,-42,-42,-43
-57,-42,-42,-41,-43
-58,-42,-42,-41,-43
-79,-42,-42,-42,-43
-60,-42,-42,-41,-43
-41,-42,-43,-43,-43
-39,-42,-43,-42,-43
-35,-42,-42,-41,-43
-52,-42,-42,-41,-43
-47,-41,-42,-41,-43
-37,-42,-42,-41,-43
-77,-42,-42,-41,-43
-57,-42,-42,-42,-43
-54,-42,-43,-42,-43
-1,-41,-42,-42,-43
-38,-42,-42,-42,-44
-49,-42,-42,-42,-43
-39,-42,-42,-41,-43
-61,-42,-42,-41,-43
-58,-42,-43,-42,-43
-74,-42,-42,-42,-43
-38,-42,-42,-41,-43
-8,-42,-42,-42,-43
-52,-41,-42,-42,-43
-42,-42,-42,-41,-43
-49,-42,-43,-42,-43
-55,-42,-42,-41,-43
-70,-42,-42,-41,-43
-51,-42,-42,-41,-43
-33,-42,-42,-42,-42
-51,-42,-42,-41,-43
-43,-42,-42,-41,-43
-38,-42,-42,-42,-43
-46,-42,-42,-41,-43
-41,-42,-42,-42,-43
-75,-42,-42,-42,-43
-52,-42,-43,-42,-44
-47,-42,-43,-42,-44
-20,-42,-42,-41,-43
-38,-42,-42,-41,-43
-50,-42,-42,-41,-44
-47,-42,-42,-41,-43
-55,-42,-42,-42,-43
-54,-42,-42,-42,-43
-44,-42,-42,-42,-43
-37,-42,-42,-42,-42
-33,-42,-42,-42,-44
-55,-42,-43,-41,-43
-33,-42,-42,-41,-43
-69,-41,-42,-41,-42
-51,-42,-42,-42,-44
-65,-41,-42,-41,-43
-51,-42,-43,-42,-43
-29,-42,-42,-42,-43
-51,-42,-41,-41,-43
12,-43,-42,-42,-43
-31,-44,-42,-41,-43
-54,-42,-42,-41,-43
-57,-43,-43,-42,-42
-64,-42,-42,-42,-42
-31,-42,-43,-42,-43
-43,-42,-42,-41,-43
-25,-42,-43,-41,-43
-33,-42,-42,-42,-43
-50,-41,-41,-41,-43
-59,-43,-42,-42,-43
-98,-42,-42,-42,-43
-38,-42,-42,-41,-43
-41,-42,-43,-43,-43
-51,-43,-43,-41,-43
-28,-42,-42,-41,-44
-38,-41,-41,-40,-43
-43,-42,-42,-42,-42
-75,-42,-42,-41,-43
-48,-42,-42,-41,-43
-52,-42,-43,-42,-43
-57,-42,-43,-42,-43
-35,-42,-42,-41,-43
-37,-42,-43,-42,-43
-16,-42,-42,-41,-44
-46,-41,-42,-42,-43
-63,-41,-42,-41,-43
-51,-42,-42,-42,-43
-57,-42,-42,-42,-43
-35,-42,-42,-42,-43
-41,-42,-42,-42,-42
-30,-42,-42,-42,-43
-46,-42,-42,-42,-43
-47,-43,-43,-42,-43
-45,-42,-43,-42,-43
-76,-42,-42,-41,-44
-41,-42,-42,-41,-43
-53,-42,-42,-43,-42
-56,-42,-42,-41,-43
-29,-41,-42,-42,-43
-54,-42,-42,-42,-43
-43,-43,-42,-41,-43
-66,-42,-42,-41,-44
-51,-42,-42,-42,-43
-49,-42,-42,-42,-43
-52,-42,-42,-41,-43
3,-42,-42,-41,-43
-31,-44,-42,-41,-43
-30,-43,-42,-41,-43
-51,-42,-42,-41,-43
-52,-42,-42,-41,-42
-73,-42,-42,-42,-43
-54,-42,-42,-41,-43
-36,-43,-42,-42,-43
-39,-42,-42,-41,-44
-35,-42,-41,-41,-43
-53,-42,-43,-42,-43
-60,-41,-42,-41,-43
-32,-41,-43,-41,-43
-74,-41,-42,-41,-43
-59,-42,-42,-41,-43
-40,-42,-43,-41,-43
-2,-41,-42,-41,-43
-34,-43,-43,-42,-43
-61,-42,-42,-42,-43
-43,-42,-42,-41,-43
-58,-43,-42,-42,-43
-58,-42,-42,-42,-44
-55,-43,-43,-42,-43
-39,-42,-42,-41,-43
-7,-41,-42,-42,-42
-45,-42,-42,-42,-43
-43,-42,-41,-41,-43
-48,-42,-42,-41,-43
-58,-42,-42,-41,-43
-60,-42,-42,-41,-43
-51,-42,-43,-42,-43
-29,-43,-43,-41,-43
-49,-42,-43,-42,-44
