Hydrophone 1,Hydrophone 2,Hydrophone 3,Hydrophone 4,Hydrophone 5
5600,-43,-42,-41,-43
5594,-44,-42,-41,-43
5602,-44,-43,-41,-43
5585,-43,-42,-41,-43
5396,-43,-42,-41,-43
-5943,-46,-43,-42,-43
-7302,-43,-43,-41,-43
-7283,-43,-42,-42,-43
-7261,-43,-43,-41,-43
-7226,-43,-43,-42,-43
-7242,-43,-42,-42,-43
-7218,-43,-42,-42,-43
-7229,-44,-42,-42,-44
-1024,-42,-42,-41,-43
5663,-42,-42,-42,-43
5599,-43,-42,-42,-43
5597,-44,-43,-41,-43
5613,-43,-42,-41,-43
5588,-44,-43,-42,-42
5637,-43,-42,-41,-43
5655,-44,-43,-41,-43
1209,-45,-43,-42,-43
-7235,-46,-43,-42,-43
-7242,-44,-42,-41,-43
-7245,-43,-43,-42,-43
-7261,-43,-42,-42,-43
-7230,-42,-42,-41,-43
-7236,-43,-41,-41,-43
-7016,-43,-42,-41,-43
219,-42,-42,-41,-43
5734,-43,-41,-41,-43
5657,-43,-42,-42,-42
5625,-44,-42,-41,-43
5661,-43,-42,-41,-43
5642,-44,-42,-42,-42
5649,-43,-42,-42,-43
5626,-44,-42,-41,-43
2525,-44,-42,-41,-43
-7165,-46,-43,-42,-42
-7266,-44,-42,-41,-44
-7255,-43,-42,-41,-43
-7236,-43,-42,-42,-43
-7194,-43,-42,-42,-43
-7219,-43,-43,-41,-43
-7199,-43,-43,-42,-43
-7202,-43,-42,-42,-43
-7000,-42,-42,-41,-43
1233,-42,-42,-42,-43
5748,-43,-42,-41,-44
5626,-44,-42,-41,-44
5634,-43,-42,-41,-43
5646,-45,-43,-42,-43
5652,-44,-43,-41,-42
229,-45,-42,-42,-43
-7308,-46,-43,-42,-43
-7201,-45,-43,-42,-43
-7208,-43,-42,-41,-43
-7195,-43,-43,-41,-43
-7215,-43,-43,-42,-44
-6967,-42,-41,-41,-43
347,-41,-42,-41,-43
5754,-43,-42,-41,-43
5641,-44,-43,-41,-43
5659,-43,-42,-41,-43
5701,-44,-42,-42,-43
427,-45,-43,-41,-44
-7180,-46,-42,-41,-43
-7202,-44,-43,-41,-43
-7185,-43,-42,-42,-43
-7205,-43,-42,-42,-43
-6994,-43,-41,-41,-43
1510,-42,-42,-42,-43
5751,-43,-42,-41,-43
5651,-43,-42,-41,-43
5678,-44,-42,-41,-42
5714,-44,-42,-42,-43
5652,-44,-42,-41,-42
-903,-46,-43,-41,-42
-7285,-44,-43,-42,-44
-7190,-44,-42,-41,-43
-7206,-44,-41,-41,-43
-7173,-43,-42,-41,-43
-7181,-43,-42,-42,-44
-7165,-43,-42,-42,-42
-7157,-43,-42,-42,-42
-3641,-42,-42,-41,-43
5543,-41,-42,-41,-43
5686,-43,-42,-42,-43
5709,-44,-42,-42,-43
5705,-43,-42,-41,-43
5712,-44,-42,-41,-43
5486,-44,-42,-41,-44
-5290,-45,-43,-42,-43
-7205,-43,-42,-41,-43
-7173,-43,-43,-42,-42
-7175,-43,-43,-43,-42
-7144,-43,-41,-42,-43
-7124,-43,-43,-42,-43
-7129,-43,-42,-42,-43
-7105,-43,-42,-42,-43
-3443,-42,-42,-41,-43
5623,-42,-42,-42,-43
5686,-42,-42,-41,-43
5711,-43,-41,-41,-43
5703,-44,-42,-42,-43
5718,-44,-42,-42,-43
5691,-44,-42,-42,-43
5546,-44,-43,-42,-42
-3156,-46,-43,-42,-43
-7199,-44,-42,-42,-43
-7141,-43,-43,-42,-42
-7107,-43,-42,-41,-43
-7120,-43,-42,-41,-43
-7138,-42,-42,-41,-43
-7110,-43,-42,-41,-43
-7118,-43,-42,-41,-43
-3224,-42,-41,-41,-43
5628,-41,-42,-42,-43
5729,-43,-42,-41,-43
5747,-44,-42,-42,-43
5737,-44,-42,-41,-42
5769,-44,-42,-42,-43
5777,-44,-42,-41,-43
5578,-45,-43,-41,-43
-3081,-45,-43,-41,-43
-7182,-43,-42,-42,-43
-7143,-43,-42,-41,-42
-7130,-43,-42,-42,-42
-7142,-43,-42,-42,-43
-7103,-42,-42,-41,-43
-7076,-44,-43,-42,-43
-7090,-43,-42,-42,-43
-1124,-42,-43,-41,-43
5829,-41,-42,-42,-43
5743,-43,-43,-41,-44
5726,-43,-42,-41,-43
5759,-43,-42,-41,-43
5749,-44,-42,-41,-42
5761,-44,-42,-41,-43
268,-45,-42,-41,-43
-7181,-45,-43,-42,-43
-7130,-45,-42,-42,-43
-7110,-43,-42,-41,-43
-7086,-44,-42,-42,-43
-7072,-43,-42,-41,-43
-7076,-43,-42,-42,-44
-7086,-43,-42,-41,-43
-6860,-43,-42,-41,-43
1782,-42,-41,-41,-43
5826,-43,-41,-41,-43
5718,-44,-42,-41,-43
5774,-44,-42,-42,-43
5779,-44,-42,-42,-43
5787,-44,-43,-42,-43
5621,-44,-43,-42,-43
-4157,-45,-42,-41,-43
-7112,-43,-42,-42,-43
-7094,-43,-42,-41,-43
-7071,-43,-42,-41,-43
-7087,-42,-42,-41,-42
-7070,-43,-42,-42,-43
-7103,-43,-42,-42,-43
-6804,-43,-42,-41,-43
1105,-42,-43,-42,-43
5892,-43,-42,-41,-43
5796,-43,-42,-41,-43
5818,-43,-41,-41,-43
5811,-43,-42,-41,-42
5803,-43,-42,-41,-43
5822,-43,-41,-40,-43
854,-45,-42,-42,-43
-7127,-46,-43,-42,-43
-7136,-44,-42,-41,-43
-7073,-43,-42,-42,-43
-7069,-43,-42,-42,-44
-7058,-43,-42,-41,-43
-7035,-43,-43,-42,-43
-7013,-43,-43,-42,-43
-7023,-43,-42,-41,-44
-7029,-42,-41,-40,-43
-4423,-43,-42,-41,-42
5359,-41,-41,-41,-43
5812,-42,-41,-41,-43
5761,-44,-42,-41,-43
5829,-44,-42,-41,-43
5821,-43,-41,-41,-43
5807,-44,-43,-42,-43
-616,-45,-43,-42,-44
-7117,-44,-42,-42,-44
-7039,-43,-42,-41,-43
-7039,-43,-42,-42,-43
-7020,-43,-42,-41,-43
-7033,-42,-41,-41,-43
-7020,-43,-42,-42,-43
-7053,-43,-42,-41,-43
-7000,-43,-42,-42,-43
-1489,-43,-42,-41,-43
5862,-42,-42,-42,-44
5851,-43,-42,-41,-43
5890,-43,-42,-41,-43
5865,-44,-42,-42,-42
5877,-43,-42,-41,-43
5879,-43,-42,-41,-43
5625,-43,-42,-41,-43
-5503,-45,-43,-41,-43
-7096,-43,-43,-41,-43
-7021,-43,-42,-42,-42
-7026,-44,-43,-43,-43
-7008,-44,-42,-41,-43
-6980,-44,-42,-42,-43
-6965,-43,-43,-41,-43
-6726,-43,-42,-41,-43
919,-41,-42,-41,-43
5974,-43,-42,-41,-43
5836,-44,-42,-41,-43
5853,-43,-42,-41,-43
5818,-44,-42,-42,-43
5880,-43,-42,-41,-43
5695,-44,-42,-42,-43
-2180,-45,-43,-42,-43
-7099,-45,-43,-42,-43
-6980,-43,-42,-41,-44
-6988,-43,-42,-41,-43
-7006,-43,-42,-41,-42
-6977,-43,-42,-41,-43
-6989,-43,-42,-42,-43
-6972,-43,-42,-42,-43
-6813,-44,-43,-42,-43
1857,-41,-42,-41,-43
5996,-44,-43,-43,-43
5877,-44,-43,-41,-43
5913,-44,-42,-41,-43
5915,-43,-42,-41,-43
5903,-44,-42,-42,-43
118,-45,-42,-41,-43
-7049,-46,-42,-41,-43
-7005,-44,-43,-41,-43
-6986,-43,-42,-42,-43
-6994,-43,-43,-42,-43
-6959,-43,-43,-42,-43
-6934,-44,-42,-41,-43
-6943,-43,-42,-41,-43
-6908,-42,-42,-40,-43
601,-41,-42,-41,-42
6000,-42,-41,-42,-44
5876,-43,-42,-41,-43
5908,-44,-42,-42,-43
5899,-43,-42,-41,-43
5912,-43,-42,-41,-42
2262,-45,-43,-42,-43
-6929,-46,-43,-42,-44
-6976,-44,-42,-42,-43
-6959,-43,-42,-42,-43
-6935,-43,-42,-42,-43
-6919,-43,-42,-41,-44
-6923,-42,-42,-41,-43
-6941,-43,-42,-42,-43
-6910,-43,-42,-41,-43
-6657,-43,-42,-41,-43
2519,-41,-42,-41,-43
5958,-43,-42,-41,-43
5935,-43,-42,-41,-44
5939,-44,-43,-42,-43
5944,-44,-42,-41,-43
5964,-44,-43,-42,-44
5802,-43,-42,-41,-43
-2311,-45,-43,-42,-43
-6986,-44,-42,-41,-43
-6931,-43,-42,-41,-43
-6942,-43,-43,-41,-42
-6925,-43,-42,-42,-43
-6956,-42,-42,-42,-43
-6902,-43,-43,-42,-43
-6902,-43,-43,-42,-44
-3531,-41,-41,-41,-43
5443,-41,-41,-41,-43
5991,-43,-42,-42,-43
5965,-44,-42,-41,-43
5955,-43,-41,-41,-43
5976,-44,-42,-42,-42
5769,-44,-42,-41,-43
-3025,-45,-42,-42,-43
-7012,-45,-42,-42,-43
-6915,-44,-42,-42,-44
-6903,-43,-42,-42,-43
-6903,-43,-42,-41,-43
-6877,-43,-42,-41,-42
-6874,-43,-42,-42,-42
-6870,-43,-42,-41,-43
-6732,-42,-42,-41,-42
403,-43,-42,-41,-43
6058,-42,-41,-41,-43
5950,-44,-42,-41,-42
5931,-44,-42,-42,-43
5983,-44,-42,-41,-44
5998,-44,-42,-42,-43
1466,-45,-43,-42,-43
-6864,-46,-43,-42,-44
-6873,-43,-41,-41,-43
-6880,-43,-42,-42,-42
-6893,-43,-42,-41,-43
-6868,-42,-42,-41,-43
-6881,-43,-42,-42,-43
-6863,-43,-42,-41,-43
-6880,-43,-43,-42,-43
-2459,-42,-43,-42,-43
5876,-41,-42,-41,-43
6000,-43,-42,-41,-43
6021,-43,-41,-41,-43
6036,-43,-42,-42,-42
6029,-44,-42,-41,-43
6017,-43,-42,-40,-43
5830,-44,-43,-42,-42
-3704,-46,-42,-41,-43
-6911,-45,-42,-41,-43
-6912,-44,-43,-42,-42
-6866,-43,-43,-42,-43
-6850,-44,-42,-42,-43
-6851,-44,-42,-41,-42
-6824,-43,-42,-41,-43
-6626,-43,-42,-41,-43
1672,-41,-42,-40,-42
6116,-43,-42,-41,-43
6007,-43,-42,-41,-43
5998,-43,-42,-42,-43
6012,-44,-42,-41,-43
5978,-44,-43,-42,-43
6014,-44,-42,-41,-43
-25,-46,-43,-42,-43
-6926,-45,-42,-43,-43
-6858,-43,-42,-42,-43
-6835,-42,-42,-41,-43
-6841,-43,-42,-41,-43
-6862,-42,-42,-42,-43
-6832,-42,-42,-41,-43
-6839,-43,-42,-42,-44
-6605,-43,-43,-41,-44
2979,-41,-41,-41,-43
6069,-43,-43,-42,-43
6047,-45,-42,-41,-43
6027,-44,-42,-41,-43
6059,-43,-42,-41,-43
6059,-43,-42,-41,-43
5863,-43,-42,-42,-43
-4441,-45,-42,-42,-43
-6874,-44,-43,-42,-43
-6867,-43,-42,-42,-43
-6849,-43,-42,-41,-42
-6869,-44,-43,-42,-43
-6826,-43,-43,-42,-43
-6794,-43,-43,-42,-43
-6810,-43,-42,-41,-44
-2635,-42,-42,-41,-43
5988,-40,-41,-41,-44
6041,-42,-41,-41,-43
6010,-44,-42,-41,-43
6044,-44,-43,-41,-43
6038,-43,-41,-41,-43
6047,-44,-42,-41,-43
4195,-45,-43,-41,-43
-6294,-46,-43,-41,-44
-6843,-45,-43,-42,-44
-6834,-44,-42,-42,-42
-6810,-43,-42,-42,-43
-6815,-42,-42,-41,-43
-6806,-43,-42,-41,-43
-6830,-42,-42,-42,-43
-6797,-43,-42,-41,-43
171,-42,-42,-41,-43
6139,-43,-42,-42,-43
6009,-44,-43,-42,-43
6047,-44,-43,-42,-42
6070,-44,-43,-42,-43
6057,-43,-42,-42,-43
6073,-44,-42,-41,-43
38,-44,-42,-42,-43
-6918,-45,-43,-41,-43
-6839,-43,-41,-40,-43
-6811,-43,-42,-42,-43
-6822,-43,-42,-41,-43
-6809,-43,-42,-41,-43
-6799,-43,-43,-42,-43
-6780,-43,-43,-42,-44
-5436,-42,-42,-42,-43
4698,-41,-41,-41,-43
6100,-43,-42,-41,-42
6073,-43,-42,-41,-43
6081,-43,-42,-41,-44
6061,-43,-42,-42,-42
6089,-44,-42,-41,-44
5865,-43,-43,-41,-43
-4977,-46,-43,-42,-43
-6865,-44,-43,-42,-43
-6805,-43,-41,-42,-43
-6779,-43,-42,-42,-43
-6789,-43,-42,-41,-42
-6766,-43,-42,-42,-43
-6770,-42,-42,-41,-43
-6765,-43,-42,-42,-43
-1904,-42,-41,-41,-43
6106,-41,-42,-41,-44
6055,-43,-43,-42,-43
6068,-44,-43,-42,-43
6039,-44,-42,-41,-43
6095,-45,-42,-42,-43
6088,-44,-42,-41,-42
5892,-44,-43,-41,-43
-4773,-45,-42,-41,-43
-6792,-44,-43,-41,-42
-6787,-43,-42,-41,-43
-6801,-43,-42,-41,-43
-6773,-43,-42,-41,-43
-6784,-43,-43,-42,-44
-6771,-43,-42,-42,-43
-6780,-44,-43,-43,-43
-6747,-43,-42,-42,-44
-319,-42,-42,-41,-43
6179,-40,-41,-40,-43
6102,-44,-42,-42,-42
6122,-44,-42,-41,-43
6110,-43,-42,-41,-43
6101,-43,-43,-41,-43
5945,-44,-42,-41,-43
-1387,-45,-41,-41,-43
-6895,-45,-43,-42,-43
-6826,-44,-43,-42,-43
-6765,-43,-43,-41,-43
-6760,-42,-43,-41,-43
-6752,-43,-42,-42,-42
-6725,-43,-42,-42,-43
-6727,-42,-41,-41,-43
-6526,-44,-42,-42,-43
2315,-42,-42,-41,-43
6175,-42,-41,-41,-43
6088,-44,-42,-41,-43
6104,-44,-42,-42,-43
6065,-44,-42,-42,-43
6131,-43,-42,-41,-43
1894,-45,-42,-42,-43
-6751,-46,-43,-42,-43
-6755,-43,-42,-41,-43
-6724,-43,-42,-42,-43
-6735,-43,-42,-41,-43
-6745,-43,-42,-41,-43
-6723,-43,-43,-42,-43
-6735,-43,-43,-41,-44
-6720,-43,-41,-41,-43
-2860,-43,-43,-42,-43
6071,-41,-42,-42,-43
6130,-43,-42,-42,-43
6129,-44,-41,-41,-43
6155,-43,-42,-42,-42
6192,-44,-43,-42,-43
6163,-43,-42,-41,-43
783,-45,-42,-42,-43
-6756,-46,-43,-41,-43
-6749,-44,-42,-41,-43
-6739,-44,-43,-42,-43
-6777,-44,-43,-42,-43
-6717,-43,-42,-41,-43
-6724,-43,-42,-42,-43
-6704,-43,-42,-42,-43
-6690,-43,-42,-42,-42
335,-41,-42,-41,-43
6260,-43,-42,-41,-43
6147,-43,-42,-41,-43
6157,-44,-42,-41,-43
6149,-44,-42,-41,-42
6153,-44,-42,-42,-44
5919,-44,-42,-41,-43
-2130,-44,-42,-41,-43
-6793,-44,-43,-42,-43
-6729,-43,-43,-42,-42
-6707,-43,-42,-41,-43
-6680,-43,-42,-41,-42
-6691,-43,-42,-41,-42
-6699,-42,-42,-41,-43
-6679,-43,-42,-42,-42
-6430,-43,-42,-42,-44
3858,-41,-42,-41,-44
6135,-43,-42,-41,-43
6163,-44,-42,-41,-43
6161,-44,-42,-42,-42
6174,-43,-42,-41,-43
6195,-44,-43,-41,-42
1229,-45,-42,-41,-44
-6730,-46,-42,-42,-43
-6705,-44,-42,-42,-43
-6691,-44,-42,-42,-43
-6702,-44,-42,-41,-43
-6692,-43,-42,-41,-43
-6728,-43,-42,-42,-42
-6667,-43,-42,-41,-43
-6481,-42,-42,-41,-43
1286,-41,-42,-42,-43
6293,-43,-42,-42,-43
6215,-43,-42,-41,-43
6191,-44,-42,-41,-43
6203,-44,-42,-42,-43
6209,-44,-42,-42,-44
5957,-45,-42,-41,-43
-6125,-46,-43,-42,-44
-6754,-43,-42,-41,-43
-6690,-43,-42,-41,-43
-6698,-43,-42,-41,-43
-6676,-43,-42,-42,-43
-6654,-43,-42,-42,-43
-6628,-43,-42,-42,-42
-6641,-44,-42,-42,-43
-3317,-42,-41,-41,-43
6010,-41,-42,-42,-43
6197,-43,-43,-41,-44
6194,-43,-41,-41,-43
6155,-43,-41,-41,-43
6219,-44,-42,-41,-42
6224,-44,-42,-41,-43
6005,-43,-42,-41,-44
-5107,-46,-43,-42,-43
-6667,-43,-42,-41,-43
-6668,-43,-41,-42,-42
-6683,-43,-42,-41,-43
-6657,-44,-43,-42,-43
-6665,-42,-42,-42,-43
-6652,-43,-41,-42,-43
-6655,-43,-43,-42,-42
-3992,-42,-42,-41,-43
5086,-41,-42,-41,-44
6229,-43,-42,-41,-43
6244,-43,-42,-42,-43
6239,-43,-42,-41,-43
6238,-44,-42,-42,-43
6145,-44,-43,-41,-43
-358,-45,-43,-41,-43
-6774,-44,-43,-43,-43
-6670,-43,-43,-42,-43
-6679,-43,-43,-41,-43
-6643,-43,-42,-41,-43
-6627,-44,-42,-42,-43
-6631,-43,-42,-41,-43
-6607,-43,-42,-41,-43
-6620,-43,-42,-42,-42
330,-42,-42,-41,-43
6309,-42,-42,-41,-43
6215,-43,-42,-42,-43
6221,-45,-42,-42,-43
6229,-44,-42,-42,-43
6220,-44,-42,-42,-43
6062,-43,-42,-42,-42
-3515,-45,-43,-42,-43
-6672,-44,-42,-41,-43
-6629,-43,-42,-42,-43
-6622,-43,-42,-41,-43
-6619,-43,-42,-41,-43
-6646,-43,-43,-41,-43
-6613,-43,-43,-42,-43
-6614,-43,-42,-42,-43
-6607,-43,-42,-41,-43
-838,-43,-42,-41,-43
6308,-41,-42,-41,-43
6276,-43,-42,-41,-43
6249,-44,-42,-41,-42
6283,-44,-42,-41,-43
6279,-43,-42,-41,-43
4004,-44,-42,-42,-43
-6424,-46,-43,-41,-43
-6631,-43,-42,-42,-43
-6636,-43,-42,-41,-43
-6618,-43,-43,-41,-42
-6629,-44,-43,-42,-44
-6594,-43,-42,-41,-43
-6563,-43,-43,-41,-42
-6578,-43,-42,-41,-43
-2345,-42,-42,-41,-43
6201,-41,-41,-41,-43
6280,-43,-42,-42,-43
6257,-43,-42,-41,-43
6283,-44,-42,-41,-43
6269,-44,-42,-41,-43
6114,-44,-42,-41,-43
-827,-45,-42,-41,-43
-6663,-44,-42,-41,-42
-6633,-43,-42,-41,-43
-6602,-43,-43,-41,-43
-6580,-43,-43,-42,-43
-6555,-43,-43,-42,-43
-6567,-42,-42,-41,-44
-6576,-43,-43,-41,-42
-6554,-43,-42,-42,-43
-3695,-42,-42,-41,-43
5882,-40,-41,-41,-43
6246,-43,-42,-42,-42
6294,-43,-42,-42,-43
6289,-43,-41,-41,-43
6300,-44,-43,-41,-42
6113,-44,-42,-42,-43
-4339,-45,-43,-42,-43
-6594,-44,-43,-42,-43
-6577,-43,-42,-41,-43
-6565,-43,-42,-41,-43
-6576,-43,-42,-41,-43
-6567,-43,-42,-42,-43
-6604,-43,-42,-41,-43
-6543,-43,-41,-41,-43
-6556,-43,-42,-42,-43
-2424,-42,-42,-42,-43
6285,-40,-42,-41,-43
6352,-43,-42,-42,-43
6324,-43,-42,-41,-43
6327,-44,-42,-41,-43
6337,-43,-42,-41,-43
6135,-43,-42,-41,-42
-1265,-44,-42,-41,-43
-6662,-44,-42,-42,-43
-6565,-43,-42,-42,-43
-6579,-43,-42,-41,-43
-6553,-43,-42,-41,-43
-6531,-43,-43,-42,-43
-6505,-43,-42,-41,-43
-6520,-43,-42,-41,-43
-6530,-43,-42,-41,-43
683,-42,-42,-41,-43
6421,-43,-42,-41,-43
6307,-44,-42,-41,-43
6278,-43,-42,-42,-42
6337,-44,-42,-42,-43
6319,-44,-42,-41,-43
6173,-44,-42,-42,-42
-698,-45,-43,-42,-43
-6594,-44,-43,-42,-44
-6546,-44,-43,-42,-43
-6547,-43,-42,-41,-43
-6530,-43,-43,-42,-43
-6545,-43,-42,-41,-43
-6531,-43,-42,-41,-43
-6561,-43,-43,-41,-43
-6508,-43,-42,-41,-43
1067,-42,-43,-42,-43
6434,-43,-42,-41,-43
6350,-43,-42,-42,-43
6371,-43,-43,-42,-43
6358,-44,-42,-41,-44
6352,-43,-42,-41,-43
3852,-44,-42,-41,-43
-6431,-46,-43,-42,-42
-6554,-44,-42,-41,-43
-6586,-43,-42,-42,-43
-6526,-43,-42,-42,-43
-6530,-44,-43,-42,-43
-6513,-42,-42,-41,-43
-6490,-44,-43,-41,-43
-6465,-43,-42,-42,-43
-3087,-42,-42,-41,-43
6177,-40,-42,-41,-43
6378,-43,-42,-41,-42
6349,-43,-42,-41,-43
6358,-44,-41,-41,-42
6316,-44,-42,-42,-42
6378,-44,-42,-42,-43
5363,-44,-42,-42,-44
-6227,-46,-43,-42,-43
-6534,-45,-42,-42,-43
-6488,-42,-41,-41,-43
-6505,-44,-43,-42,-43
-6511,-43,-43,-42,-43
-6493,-42,-42,-42,-43
-6506,-43,-42,-41,-42
-6490,-42,-43,-42,-43
-2759,-42,-43,-42,-43
6190,-41,-42,-41,-43
6392,-44,-42,-42,-43
6370,-44,-42,-41,-43
6399,-43,-42,-42,-43
6410,-44,-43,-41,-43
6398,-44,-42,-42,-43
5980,-43,-42,-41,-44
-5921,-45,-42,-41,-43
-6544,-44,-42,-42,-43
-6520,-43,-43,-41,-43
-6529,-43,-43,-41,-43
-6494,-43,-43,-42,-43
-6462,-43,-42,-42,-43
-6477,-43,-42,-41,-43
-5737,-43,-42,-42,-43
4685,-41,-42,-41,-43
6402,-42,-42,-41,-43
6352,-43,-41,-41,-43
6385,-44,-42,-41,-43
6373,-44,-42,-42,-43
6381,-43,-42,-41,-43
6214,-45,-42,-42,-42
-656,-45,-43,-42,-43
-6562,-44,-43,-42,-43
-6510,-44,-42,-42,-42
-6487,-43,-43,-42,-43
-6495,-43,-42,-42,-43
-6492,-43,-41,-41,-43
-6509,-42,-42,-42,-43
-6475,-42,-43,-41,-43
-5873,-43,-41,-42,-43
4559,-41,-42,-41,-42
6405,-43,-42,-42,-43
6382,-43,-42,-41,-42
6434,-44,-43,-42,-43
6390,-44,-42,-42,-43
6417,-44,-42,-41,-43
6206,-44,-42,-41,-43
-2422,-45,-43,-42,-42
-6563,-44,-42,-41,-43
-6500,-43,-41,-41,-43
-6507,-43,-43,-42,-43
-6491,-43,-43,-42,-43
-6492,-44,-42,-42,-43
-6471,-43,-42,-42,-43
-6444,-43,-43,-42,-43
-4917,-42,-42,-41,-43
5276,-42,-43,-41,-43
6410,-43,-42,-41,-43
6395,-43,-42,-41,-43
6379,-43,-42,-41,-43
6403,-44,-42,-41,-42
6390,-44,-42,-42,-43
6170,-43,-42,-41,-43
-5617,-46,-43,-42,-42
-6507,-44,-43,-41,-43
-6485,-43,-43,-42,-43
-6482,-43,-43,-42,-43
-6461,-43,-43,-42,-44
-6453,-43,-42,-41,-43
-6453,-43,-42,-41,-43
-6473,-43,-42,-42,-43
-2634,-42,-42,-41,-43
6152,-41,-42,-41,-43
6393,-43,-42,-41,-43
6367,-43,-42,-42,-43
6408,-43,-41,-41,-43
6428,-45,-42,-41,-43
6414,-44,-42,-42,-44
3753,-45,-42,-42,-43
-6120,-45,-42,-41,-43
-6489,-44,-42,-41,-43
-6506,-43,-42,-42,-43
-6472,-43,-41,-41,-43
-6474,-43,-43,-42,-43
-6462,-43,-42,-42,-44
-6444,-44,-42,-42,-43
-6251,-43,-42,-42,-43
2970,-42,-43,-41,-43
6495,-43,-42,-41,-44
6421,-44,-42,-41,-43
6411,-43,-42,-41,-43
6422,-44,-42,-42,-42
6400,-43,-42,-42,-43
6239,-44,-42,-42,-43
-3192,-46,-43,-42,-43
-6522,-44,-42,-41,-43
-6510,-44,-43,-42,-43
-6466,-43,-43,-41,-44
-6437,-43,-43,-42,-43
-6452,-43,-42,-42,-43
-6425,-43,-43,-42,-43
-6437,-43,-42,-41,-43
-726,-41,-42,-41,-43
6439,-41,-42,-41,-42
6404,-43,-42,-41,-43
6397,-43,-42,-42,-43
6410,-43,-42,-42,-43
6404,-44,-43,-41,-43
6305,-44,-42,-42,-43
-473,-46,-43,-42,-42
-6569,-45,-43,-42,-43
-6453,-43,-42,-41,-43
-6443,-43,-41,-41,-43
-6442,-43,-42,-42,-43
-6461,-42,-42,-42,-43
-6431,-43,-42,-41,-43
-6443,-43,-42,-42,-42
-1735,-42,-42,-42,-43
6402,-41,-42,-41,-43
6418,-42,-42,-41,-42
6422,-44,-43,-42,-43
6425,-44,-42,-41,-43
6449,-44,-42,-41,-43
6294,-44,-42,-42,-42
-3475,-45,-43,-42,-43
-6481,-43,-42,-41,-43
-6446,-43,-42,-42,-43
-6460,-43,-42,-41,-43
-6446,-43,-42,-41,-43
-6476,-43,-43,-42,-43
-6424,-43,-42,-42,-44
-6427,-43,-42,-42,-43
-6201,-43,-42,-41,-43
3613,-42,-42,-41,-44
6510,-43,-42,-40,-43
6447,-43,-42,-41,-43
6454,-44,-42,-42,-43
6462,-44,-42,-41,-43
6444,-43,-42,-41,-43
6257,-45,-42,-41,-43
-1909,-45,-42,-42,-43
-6486,-44,-42,-41,-43
-6466,-43,-43,-42,-43
-6440,-43,-43,-42,-43
-6423,-43,-42,-41,-43
-6392,-42,-41,-41,-43
-6406,-43,-42,-41,-42
-6412,-43,-42,-41,-43
-2038,-41,-42,-41,-43
6414,-42,-43,-41,-43
6430,-43,-42,-41,-43
6389,-44,-42,-42,-43
6454,-44,-42,-41,-42
6446,-45,-43,-41,-43
6460,-43,-42,-41,-44
4725,-44,-42,-41,-43
-6194,-46,-43,-42,-43
-6444,-44,-42,-42,-43
-6429,-43,-41,-41,-43
-6418,-43,-42,-41,-42
-6429,-43,-42,-42,-43
-6418,-42,-42,-42,-43
-6452,-43,-43,-42,-43
-6399,-43,-42,-42,-43
236,-42,-42,-41,-43
6540,-44,-42,-42,-42
6450,-43,-42,-42,-43
6493,-44,-42,-41,-43
6468,-44,-42,-41,-42
6484,-43,-43,-42,-43
6294,-43,-42,-41,-43
-1737,-45,-42,-41,-43
-6477,-44,-43,-42,-43
-6473,-43,-42,-41,-44
-6419,-43,-42,-41,-43
-6444,-43,-43,-42,-42
-6410,-43,-43,-42,-43
-6403,-43,-42,-41,-44
-6355,-42,-42,-42,-43
-5458,-43,-42,-41,-42
4885,-42,-42,-41,-43
6493,-43,-42,-41,-43
6457,-43,-42,-41,-43
6467,-43,-42,-42,-43
6437,-43,-42,-41,-43
6484,-44,-42,-41,-44
6261,-44,-42,-42,-43
-3704,-45,-42,-42,-43
-6451,-43,-42,-41,-43
-6385,-43,-43,-41,-43
-6406,-43,-42,-41,-43
-6397,-43,-42,-41,-43
-6388,-43,-43,-42,-43
-6399,-43,-42,-41,-44
-6385,-43,-42,-41,-43
-6219,-43,-43,-42,-43
3171,-41,-42,-41,-43
6501,-43,-42,-41,-43
6464,-43,-42,-41,-43
6477,-44,-42,-41,-43
6525,-43,-42,-42,-43
6495,-43,-42,-41,-43
6514,-44,-42,-41,-42
1639,-45,-42,-42,-43
-6445,-45,-43,-42,-43
-6423,-44,-43,-42,-43
-6452,-43,-42,-42,-44
-6398,-43,-42,-41,-44
-6420,-43,-42,-41,-43
-6387,-43,-42,-42,-43
-6375,-43,-42,-42,-43
-5748,-43,-42,-41,-43
4599,-42,-42,-42,-43
6509,-42,-42,-42,-43
6336,-43,-42,-41,-43
6516,-44,-42,-42,-43
6492,-44,-42,-42,-43
6443,-44,-42,-41,-43
6504,-44,-41,-41,-43
6456,-44,-42,-41,-42
618,-45,-43,-41,-42
-6498,-46,-42,-42,-43
-6384,-44,-43,-42,-43
-6401,-43,-42,-41,-43
-6399,-42,-42,-41,-44
-6204,-43,-42,-42,-42
2958,-41,-42,-41,-43
6522,-43,-41,-41,-43
6417,-43,-42,-41,-42
6473,-44,-42,-41,-42
6281,-44,-42,-41,-43
6547,-43,-41,-41,-43
6499,-44,-43,-42,-42
6310,-44,-43,-41,-43
6621,-43,-42,-41,-43
6469,-44,-42,-41,-43
6279,-44,-43,-42,-43
-4543,-45,-42,-41,-43
-6338,-43,-42,-41,-43
1860,-42,-42,-41,-43
