hydrophone1,hydrophone2,hydrophone3,hydrophone4,hydrophone5
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
"[-276.0, -274.0, -8.0, -4.0, -2.0, -4.0, -8.0, -2.0, -6.0, 0.0, -8.0, -2.0, -6.0, -2.0, -4.0, -2.0, -8.0, 0.0, -6.0, 0.0, -8.0, -2.0, -8.0, -2.0, -20.0, -4.0, 0.0, 2.0, -4.0, 4.0, -6.0, 2.0, -4.0, 4.0, -6.0, 2.0, -4.0, 2.0, -6.0, 4.0, -6.0, 2.0, -6.0, 2.0, -6.0, 4.0, -6.0, 4.0, -4.0, 4.0, -8.0, 4.0, -8.0, 4.0, -6.0, 4.0, -6.0, 6.0, -8.0, 4.0, -10.0, 4.0, -8.0, 6.0, -6.0, 6.0, -6.0, 8.0, -8.0, 6.0, -8.0, 8.0, -8.0, 8.0, -12.0, 10.0, -12.0, 8.0, -10.0, 8.0, -10.0, 10.0, -10.0, 6.0, -10.0, 12.0, -12.0, 12.0, -12.0, 12.0, -12.0, 12.0, -12.0, 12.0, -12.0, 14.0, -10.0, 14.0, -10.0, 10.0, -10.0, 14.0, -12.0, 16.0, -10.0, 12.0, -10.0, 14.0, -12.0, 14.0, -12.0, 14.0, -14.0, 16.0, -18.0, 16.0, -10.0, 18.0, -12.0, 14.0, -16.0, 16.0, -14.0, 18.0, -14.0, 16.0, -16.0, 16.0, -16.0, 20.0, -16.0, 20.0, -14.0, 22.0, -18.0, 22.0, -18.0, 20.0, -18.0, 22.0, -22.0, 28.0, -20.0, 30.0, -20.0, 30.0, -20.0, 32.0, -22.0, 30.0, -20.0, 32.0, -22.0, 34.0, -24.0, 38.0, -26.0, 38.0, -28.0, 42.0, -28.0, 42.0, -30.0, 46.0, -34.0, 52.0, -34.0, 54.0, -38.0, 62.0, -44.0, 68.0, -46.0, 76.0, -52.0, 82.0, -60.0, 96.0, -68.0, 114.0, -86.0, 146.0, -116.0, 192.0, -174.0, 270.0, -308.0, 478.0, -1734.0, 2954.0, 416.0, -748.0, 198.0, -338.0, 132.0, -210.0, 94.0, -150.0, 70.0, -118.0, 56.0, -100.0, 48.0, -88.0, 44.0, -76.0, 38.0, -64.0, 34.0, -56.0, 26.0, -54.0, 24.0, -50.0, 24.0, -44.0, 20.0, -42.0, 18.0, -40.0, 18.0, -36.0, 18.0, -34.0, 18.0, -30.0, 14.0, -30.0, 10.0, -28.0, 12.0, -28.0, 10.0, -24.0, 10.0, -22.0, 8.0, -22.0, 10.0, -22.0, 8.0, -20.0, 10.0, -18.0, 8.0, -18.0, 4.0, -16.0, 6.0, -16.0, 8.0, -16.0, 8.0, -14.0, 6.0, -14.0, 6.0, -10.0, 6.0, -12.0, 8.0, -12.0, 6.0, -12.0, 6.0, -10.0, 6.0, -10.0, 6.0, -8.0, 6.0, -8.0, 6.0, -10.0, 6.0, -8.0, 6.0, -10.0, 6.0, -6.0, 6.0, -6.0, 4.0, -8.0, 4.0, -8.0, 2.0, -6.0, 2.0, -8.0, 2.0, -6.0, 2.0, -4.0, 0.0, -4.0, 6.0, -8.0, 4.0, -4.0, 2.0, -4.0, 4.0, -6.0, 4.0, -4.0, 4.0, -6.0, 4.0, -4.0, 4.0, -4.0, 2.0, -2.0, 2.0, -4.0, 4.0, -2.0, 2.0, -4.0, 2.0, -4.0, 4.0, -4.0, 0.0, -2.0, 2.0, -4.0, 2.0, -2.0, 2.0, -2.0, 2.0, -2.0, 2.0, -2.0, 2.0, -2.0, 0.0, -2.0, -2.0, 0.0, 0.0, -2.0, 0.0, 2.0, 0.0, -2.0, 0.0, 0.0, 0.0, 0.0, -4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, 0.0, 2.0, 0.0, -2.0, 0.0, -4.0, -2.0, -2.0, -2.0, 0.0, 0.0, 0.0, 2.0, -2.0, 2.0, -2.0, 2.0, 2.0, 0.0, -2.0, -2.0, -2.0, 2.0, 0.0, 2.0, 0.0, 0.0, -2.0, 2.0, -2.0, 0.0, -4.0, 2.0, 0.0, 0.0, 0.0, 0.0, -2.0, 2.0, 0.0, 2.0, -2.0, 2.0, -2.0, 4.0, -2.0, 4.0, -2.0, 2.0, -2.0, 2.0, -2.0, 0.0, -2.0, 2.0, -4.0, 2.0, -4.0, 2.0, -2.0, 2.0, -2.0, 0.0, -2.0, 2.0, -4.0, 4.0, -4.0, 0.0, -4.0, 2.0, -4.0, 2.0, -2.0, 2.0, -4.0, 2.0, -4.0, 2.0, -4.0, 2.0, -4.0, 4.0, -6.0, 0.0, -4.0, 0.0, -6.0, -2.0, -14.0, -18.0, 2.0, 18.0, 0.0, 8.0, -2.0, 8.0, -2.0, 6.0, -2.0, 6.0, -4.0, 6.0, -4.0, 4.0, -4.0, 4.0, -2.0, 4.0, -4.0, 4.0, -2.0, 4.0, -4.0, 4.0, -2.0, 6.0, -2.0, 6.0, -4.0, 4.0, -4.0, 6.0, -4.0, 4.0, -4.0, 6.0, -2.0, 6.0, -4.0, 4.0, -4.0, 4.0, -4.0, 4.0, -2.0, 4.0, -4.0, 4.0, 0.0, 6.0, -6.0, 8.0, -4.0, 6.0, -4.0, 6.0, -4.0, 4.0, -6.0, 6.0, -4.0, 6.0, -6.0, 4.0, -6.0, 6.0, -4.0, 6.0, -4.0, 6.0, -6.0, 4.0, -8.0, 6.0, -4.0, 6.0, -6.0, 6.0, -6.0, 6.0, -6.0, 6.0, -6.0, 6.0, -6.0, 6.0, -4.0, 4.0, -6.0, 6.0, -8.0, 4.0, -8.0, 8.0, -6.0, 6.0, -6.0, 6.0, -8.0, 6.0, -8.0, 6.0, -6.0, 6.0, -8.0, 4.0, -4.0, 6.0, -6.0, 6.0, -8.0, 8.0, -8.0, 4.0, -6.0, 6.0, -6.0, 8.0, -4.0, 6.0, -8.0, 6.0, -8.0, 10.0, -8.0, 6.0, -8.0, 8.0, -8.0, 6.0, -8.0, 6.0, -10.0, 10.0, -10.0, 6.0, -10.0, 8.0, -6.0, 8.0, -12.0, 6.0, -10.0, 8.0, -8.0, 8.0, -10.0, 8.0, -10.0, 8.0, -10.0, 8.0, -10.0, 10.0, -10.0, 8.0, -10.0, 8.0, -10.0, 8.0, -12.0, 12.0, -18.0, 12.0, -6.0, 6.0, -12.0, 8.0, -10.0, 8.0, -12.0, 8.0, -10.0, 8.0, -12.0, 8.0, -12.0, 8.0, -12.0, 6.0, -10.0, 10.0, -10.0, 10.0, -10.0, 10.0, -10.0, 16.0, -14.0, -2.0, -18.0, 2.0, -12.0, 8.0, -12.0, 8.0, -12.0, 6.0, -12.0, 6.0, -12.0, 10.0, -14.0, 12.0, -14.0, 8.0, -14.0, 10.0, -14.0, 8.0, -14.0, 12.0, -10.0, -8.0, -10.0, 6.0, -14.0, 8.0, -14.0, 8.0, -14.0, 8.0, -16.0, 8.0, -14.0, 12.0, -16.0, 10.0, -16.0, 10.0, -16.0, 10.0, -16.0, 8.0, -16.0, 10.0, -14.0, 14.0, -16.0, 12.0, -16.0, 12.0, -18.0, 12.0, -18.0, 12.0, -18.0, 14.0, -20.0, 12.0, -18.0, 10.0, -18.0, 14.0, -20.0, 14.0, -18.0, 12.0, -20.0, 12.0, -18.0, 16.0, -22.0, 12.0, -20.0, 14.0, -24.0, 14.0, -22.0, 12.0, -24.0, 14.0, -22.0, 14.0, -24.0, 16.0, -26.0, 14.0, -24.0, 14.0, -24.0, 14.0, -26.0, 14.0, -28.0, 18.0, -24.0, 20.0, -26.0, 20.0, -30.0, 16.0, -30.0, 16.0, -30.0, 18.0, -30.0, 20.0, -30.0, 20.0, -34.0, 22.0, -30.0, 14.0, -34.0, 22.0, -34.0, 22.0, -34.0, 22.0, -36.0, 24.0, -36.0, 26.0, -38.0, 22.0, -40.0, 24.0, -40.0, 24.0, -42.0, 28.0, -42.0, 28.0, -44.0, 26.0, -46.0, 32.0, -50.0, 26.0, -50.0, 30.0, -52.0, 32.0, -60.0, 34.0, -62.0, 30.0, -62.0, 34.0, -64.0, 42.0, -72.0, 40.0, -74.0, 46.0, -80.0, 46.0, -84.0, 50.0, -88.0, 56.0, -104.0, 56.0, -106.0, 64.0, -114.0, 72.0, -130.0, 80.0, -148.0, 92.0, -170.0, 102.0, -194.0, 114.0, -226.0, 140.0, -284.0, 184.0, -394.0, 254.0, -632.0, 376.0, -1390.0, 778.0, 5448.0, -3190.0, 876.0, -556.0, 492.0, -310.0, 348.0, -202.0, 264.0, -146.0, 204.0, -116.0, 170.0, -98.0, 148.0, -86.0, 130.0, -76.0, 120.0, -68.0, 106.0, -58.0, 96.0, -52.0, 92.0, -52.0, 78.0, -46.0, 70.0, -44.0, 70.0, -40.0, 64.0, -36.0, 60.0, -36.0, 56.0, -32.0, 52.0, -28.0, 50.0, -32.0, 50.0, -30.0, 48.0, -28.0, 46.0, -26.0, 44.0, -28.0, 34.0, -22.0, 34.0, -24.0, 34.0, -22.0, 36.0, -20.0, 32.0, -18.0, 28.0, -16.0, 28.0, -18.0, 26.0, -18.0, 28.0, -14.0, 26.0, -14.0, 20.0, -12.0, 26.0, -8.0, 24.0, -20.0, 24.0, -14.0, 22.0, -12.0, 20.0, -14.0, 18.0, -8.0, 18.0, -10.0, 22.0, -12.0, 20.0, -8.0, 16.0, -10.0, 20.0, -8.0, 18.0, -10.0, 14.0, -12.0, 16.0, -10.0, 18.0, -10.0, 16.0, -10.0, 14.0, -6.0, 18.0, -8.0, 12.0, -6.0, 12.0, -8.0, 10.0, -10.0, 14.0, -10.0, 12.0, -6.0, 12.0, -6.0, 6.0, -4.0, 12.0, -4.0, 6.0, -2.0, 8.0, -6.0, 8.0, -6.0, 8.0, -4.0, 8.0, -4.0, 8.0, -2.0, 6.0, -4.0, 8.0, -6.0, 6.0, 0.0, 8.0, -2.0, 6.0, -2.0, 6.0, -2.0, 6.0, -2.0, 6.0, -2.0, 4.0, 0.0, 6.0, -2.0, 6.0, 0.0, 4.0, -2.0, 8.0, 0.0, 4.0, 4.0, -2.0, -18.0, 2.0, -4.0, 2.0, -2.0, 2.0, -2.0, 2.0, -4.0, 4.0, 0.0, 2.0, -2.0, 4.0, -2.0, 4.0, 0.0, 2.0, -2.0, 0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 255.0, 1791.0, 443.0, 181.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 181.0, 443.0, 1791.0, 255.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1791.0, 39472.0, -11341.0, 1791.0, 390527.0, 11341.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
