hydrophone1,hydrophone2,hydrophone3,hydrophone4,hydrophone5
[],[],[],[],[]
[],[],[],[],[]
"[-262.0, -268.0, 36.0, 32.0, 40.0, 36.0, 36.0, 32.0, 38.0, 34.0, 38.0, 34.0, 34.0, 34.0, 36.0, 32.0, 38.0, 34.0, 38.0, 32.0, 36.0, 34.0, 42.0, 34.0, 38.0, 34.0, 38.0, 34.0, 38.0, 34.0, 38.0, 34.0, 40.0, 34.0, 38.0, 34.0, 40.0, 36.0, 40.0, 36.0, 40.0, 36.0, 34.0, 34.0, 38.0, 34.0, 40.0, 34.0, 40.0, 36.0, 40.0, 34.0, 40.0, 36.0, 42.0, 34.0, 38.0, 36.0, 36.0, 36.0, 42.0, 34.0, 44.0, 32.0, 42.0, 36.0, 40.0, 36.0, 42.0, 32.0, 40.0, 36.0, 42.0, 34.0, 42.0, 34.0, 42.0, 36.0, 46.0, 30.0, 36.0, 46.0, 40.0, 42.0, 42.0, 40.0, 42.0, 36.0, 42.0, 38.0, 44.0, 38.0, 44.0, 40.0, 42.0, 38.0, 44.0, 36.0, 44.0, 38.0, 42.0, 46.0, 44.0, 40.0, 46.0, 40.0, 44.0, 42.0, 48.0, 42.0, 48.0, 44.0, 48.0, 46.0, 48.0, 44.0, 50.0, 48.0, 50.0, 46.0, 50.0, 50.0, 50.0, 46.0, 52.0, 50.0, 54.0, 48.0, 54.0, 50.0, 58.0, 56.0, 60.0, 56.0, 62.0, 56.0, 62.0, 58.0, 64.0, 60.0, 62.0, 60.0, 68.0, 70.0, 68.0, 70.0, 72.0, 74.0, 74.0, 76.0, 78.0, 80.0, 84.0, 82.0, 90.0, 90.0, 98.0, 94.0, 106.0, 106.0, 110.0, 110.0, 122.0, 124.0, 138.0, 140.0, 144.0, 162.0, 174.0, 182.0, 208.0, 222.0, 256.0, 284.0, 356.0, 398.0, 592.0, 654.0, 1754.0, 1930.0, -1682.0, -1866.0, -544.0, -620.0, -318.0, -372.0, -226.0, -264.0, -172.0, -202.0, -140.0, -160.0, -108.0, -140.0, -96.0, -112.0, -84.0, -98.0, -74.0, -86.0, -60.0, -78.0, -56.0, -70.0, -50.0, -62.0, -46.0, -60.0, -42.0, -54.0, -38.0, -52.0, -34.0, -48.0, -30.0, -44.0, -28.0, -40.0, -28.0, -38.0, -24.0, -36.0, -22.0, -32.0, -22.0, -32.0, -20.0, -32.0, -16.0, -30.0, -20.0, -24.0, -18.0, -24.0, -16.0, -26.0, -16.0, -24.0, -12.0, -22.0, -14.0, -22.0, -10.0, -20.0, -10.0, -20.0, -12.0, -20.0, -10.0, -18.0, -10.0, -18.0, -8.0, -18.0, -8.0, -16.0, -6.0, -14.0, -4.0, -16.0, -4.0, -14.0, -4.0, -12.0, -4.0, -14.0, -2.0, -12.0, -2.0, -10.0, -2.0, -10.0, -2.0, -10.0, -2.0, -10.0, 0.0, -10.0, -2.0, -12.0, -2.0, -6.0, 0.0, -8.0, 0.0, -8.0, 0.0, -8.0, 0.0, -6.0, 0.0, -6.0, 0.0, -6.0, 0.0, -6.0, 2.0, -4.0, 2.0, -6.0, 0.0, -6.0, 0.0, -6.0, 0.0, -4.0, 2.0, -6.0, 0.0, -6.0, 0.0, -6.0, 0.0, -2.0, 0.0, -4.0, 0.0, -6.0, 4.0, -2.0, 4.0, -2.0, 4.0, -4.0, 2.0, -4.0, 4.0, -2.0, 4.0, -6.0, 2.0, -2.0, 2.0, -2.0, 2.0, -2.0, 2.0, -2.0, 0.0, -4.0, 2.0, 0.0, 2.0, -2.0, 2.0, -4.0, 2.0, -2.0, 2.0, -2.0, 2.0, -4.0, 2.0, -2.0, 4.0, -2.0, 2.0, -2.0, 0.0, -4.0, 2.0, -2.0, 2.0, -2.0, 2.0, 0.0, 0.0, -2.0, 4.0, -2.0, 4.0, 0.0, 2.0, -2.0, 2.0, -2.0, 2.0, -2.0, 4.0, -2.0, 2.0, 0.0, 2.0, -2.0, 2.0, 0.0, 4.0, 0.0, -2.0, 0.0, 4.0, -2.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 2.0, -2.0, 2.0, 0.0, 2.0, 0.0, 2.0, 0.0, 2.0, 2.0, 0.0, 2.0, 2.0, 0.0, 2.0, 0.0, 4.0, 0.0, 2.0, 2.0, 4.0, 0.0, 4.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 4.0, 0.0, 2.0, 0.0, 2.0, 4.0, 2.0, 0.0, 0.0, 2.0, 4.0, 0.0, 2.0, 0.0, 4.0, 2.0, 0.0, 2.0, 2.0, 4.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0, 2.0, 4.0, 0.0, 2.0, 0.0, 2.0, 2.0, 4.0, 2.0, 2.0, -2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, 2.0, -2.0, 2.0, -4.0, 4.0, -18.0, -4.0, 24.0, 0.0, 10.0, 2.0, 6.0, 2.0, 4.0, 0.0, 4.0, 2.0, 4.0, 0.0, 4.0, 2.0, 2.0, 0.0, 2.0, 0.0, 2.0, 0.0, 6.0, 0.0, 4.0, 0.0, 2.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 4.0, 0.0, 2.0, 0.0, 2.0, 0.0, 2.0, 0.0, 4.0, 0.0, 2.0, -2.0, 4.0, 0.0, 2.0, 0.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 2.0, 0.0, 2.0, 0.0, 2.0, -2.0, 2.0, 0.0, 2.0, -2.0, 4.0, -2.0, 2.0, 0.0, 2.0, -2.0, 0.0, 0.0, 2.0, 4.0, 2.0, -2.0, 4.0, -4.0, 2.0, 0.0, 2.0, -2.0, 0.0, -2.0, 2.0, 0.0, 2.0, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 6.0, 0.0, -10.0, 2.0, -6.0, 2.0, -4.0, 0.0, -6.0, 0.0, -4.0, 0.0, -4.0, 0.0, -4.0, 0.0, -4.0, 2.0, -4.0, 2.0, -4.0, 2.0, 0.0, -2.0, -4.0, 0.0, -4.0, 0.0, -4.0, 0.0, -6.0, 0.0, -4.0, 0.0, -4.0, -2.0, -2.0, 0.0, -4.0, -2.0, -6.0, 0.0, -6.0, 2.0, -4.0, 0.0, -4.0, 2.0, -6.0, 4.0, -6.0, 0.0, -6.0, 0.0, -8.0, 0.0, -6.0, -2.0, -6.0, 0.0, -4.0, -6.0, -6.0, -4.0, -6.0, -4.0, -6.0, -2.0, -6.0, -2.0, -6.0, -4.0, -4.0, -2.0, -6.0, -4.0, -8.0, -2.0, -8.0, -4.0, -20.0, -12.0, -8.0, -4.0, -6.0, -2.0, -8.0, -4.0, -12.0, -4.0, -10.0, -4.0, -10.0, -8.0, -14.0, -4.0, -8.0, -4.0, -8.0, -6.0, -10.0, -10.0, -10.0, -2.0, -12.0, -6.0, -10.0, -4.0, -10.0, -4.0, -10.0, -4.0, -8.0, -4.0, -12.0, -4.0, -12.0, -2.0, -10.0, -2.0, -10.0, -4.0, -14.0, -8.0, -12.0, -6.0, -14.0, -8.0, -14.0, -8.0, -14.0, -8.0, -14.0, -8.0, -12.0, -8.0, -14.0, -8.0, -20.0, -10.0, -14.0, -6.0, -16.0, -6.0, -16.0, -10.0, -18.0, -10.0, -18.0, -10.0, -18.0, -12.0, -18.0, -12.0, -18.0, -14.0, -20.0, -12.0, -14.0, -14.0, -30.0, -14.0, -26.0, -16.0, -24.0, -14.0, -24.0, -16.0, -26.0, -16.0, -26.0, -16.0, -28.0, -18.0, -30.0, -18.0, -28.0, -24.0, -32.0, -20.0, -38.0, -22.0, -32.0, -24.0, -34.0, -24.0, -34.0, -24.0, -34.0, -26.0, -36.0, -26.0, -38.0, -26.0, -40.0, -28.0, -40.0, -30.0, -42.0, -32.0, -48.0, -32.0, -46.0, -38.0, -50.0, -38.0, -48.0, -42.0, -52.0, -42.0, -52.0, -46.0, -56.0, -48.0, -60.0, -50.0, -64.0, -52.0, -70.0, -54.0, -74.0, -62.0, -80.0, -58.0, -86.0, -68.0, -90.0, -74.0, -100.0, -80.0, -102.0, -92.0, -112.0, -96.0, -118.0, -98.0, -132.0, -112.0, -144.0, -118.0, -162.0, -144.0, -180.0, -164.0, -204.0, -184.0, -254.0, -210.0, -294.0, -264.0, -368.0, -322.0, -478.0, -418.0, -670.0, -584.0, -1112.0, -986.0, -3336.0, -3014.0, 3438.0, 3118.0, 1160.0, 1042.0, 702.0, 622.0, 502.0, 446.0, 390.0, 356.0, 320.0, 298.0, 282.0, 242.0, 240.0, 230.0, 214.0, 202.0, 192.0, 182.0, 182.0, 174.0, 164.0, 156.0, 156.0, 144.0, 138.0, 134.0, 136.0, 122.0, 130.0, 116.0, 120.0, 112.0, 116.0, 102.0, 112.0, 102.0, 100.0, 94.0, 100.0, 92.0, 94.0, 92.0, 90.0, 90.0, 88.0, 86.0, 82.0, 82.0, 84.0, 78.0, 78.0, 80.0, 82.0, 74.0, 74.0, 72.0, 78.0, 72.0, 74.0, 70.0, 76.0, 68.0, 70.0, 68.0, 72.0, 66.0, 70.0, 64.0, 66.0, 64.0, 64.0, 60.0, 66.0, 62.0, 64.0, 58.0, 68.0, 54.0, 60.0, 56.0, 56.0, 56.0, 60.0, 54.0, 60.0, 56.0, 60.0, 56.0, 60.0, 54.0, 56.0, 52.0, 58.0, 52.0, 62.0, 50.0, 64.0, 42.0, 44.0, 58.0, 52.0, 52.0, 50.0, 50.0, 50.0, 48.0, 52.0, 48.0, 46.0, 48.0, 52.0, 48.0, 50.0, 48.0, 48.0, 52.0, 48.0, 50.0, 52.0, 42.0, 50.0, 46.0, 48.0, 46.0, 50.0, 46.0, 48.0, 44.0, 48.0, 42.0, 50.0, 42.0, 46.0, 44.0, 44.0, 38.0, 48.0, 44.0, 46.0, 44.0, 46.0, 42.0, 46.0, 40.0, 44.0, 42.0, 46.0, 40.0, 42.0, 42.0, 44.0, 42.0, 42.0, 40.0, 44.0, 44.0, 42.0, 36.0, 42.0, 40.0, 42.0, 38.0, 42.0, 40.0, 44.0, 36.0, 44.0, 38.0, 44.0, 38.0, 42.0, 36.0, 46.0, 38.0, 42.0, 38.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 181.0, 255.0, 443.0, 1330.0, 1280.0, 404.0, 181.0, 181.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 181.0, 181.0, 404.0, 1280.0, 1330.0, 443.0, 255.0, 181.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1330.0, 37373.0, -7488.0, 181.0, 39052.0, -7127.0, 181.0, 390947.0, 7127.0, 1330.0, 392626.0, 7488.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
[],[],[],[],[]
